9c:cvccvccvccvcvc.	0.028014641
9c:cvccvccvccvccvc.Cv	0.029650925
9c:vccvcvc.	0.049125064
9c:cccvccv.Cv	0.0064343624
9c:cvccvcvcvccvccvc.	0.026687846
9c:cccvcccccvc.	0.011750992
2n:06	-0.021502007
9c:ccc.CCC	0.028950978
2p:92	-0.029987853
9c:Ccc.	-0.05761597
9c:cvcccccvccvccv.	0.02191642
2p:(K	-0.029902723
9r:Cvcvccvcv-	0.015738238
9c:cvcccvcvc.Cv	-0.28082925
9r:Cvc	-0.03137807
1b:—	6.736256E-5
9c:vcvccvc.Cccvccc	0.027270498
9c:cvcvcvc.dddd	0.029183881
9c:ccvcvccvc.	0.03371768
9r:dd.dd-v	0.040746056
2n:Yo	0.019027676
9r:d-cvcv-	-0.028230114
2n:  	-0.23675047
2n:, 	-0.04241619
9r:Cvccvcvc	0.0049031153
2p:20	-0.02695786
2n: y	-0.009709291
9c:vcvccvccvccvc.	0.020826802
2n: P	0.12152146
9c:ccccvccvc?Cv	0.0031490866
9c:ccvcvcccc.cvc	0.02097626
2n: i	0.07330878
9c:ccccvccvc.	0.045152776
9c:cvccv.ccccc	0.027047154
9c:vcccvcvc.cccc	0.009762485
9c:ccccccccccvc.	0.018453795
2n: 0	0.026671426
9c:cc.	-0.24910751
2n:Pr	0.027806368
2n:fi	0.027487095
2p:ra	0.02126067
9c:cvcvcvccv.	0.049547236
1a:0	-0.07396779
9c:dd.dd-cccv	-0.050804533
9c:dddd-dd-.	0.015025584
2p:ud	0.02589748
2p:uş	-0.055527713
9c:Cvcc.	-0.100450724
2p:im	-0.062377933
9c:cvcvccvcvc.Cvccvc	0.015441233
1b:k	0.027346633
9c:cvcccvcvcvc.Ccc-	0.029977057
9c:ccccccccv.	0.056381505
9c:cvcvcvcvc.d	0.010783168
1a:r	0.05327841
2n:Çe	-0.05002249
9c:ccccccccvc.	0.027957063
9c:ccvccccv.	0.07077259
9r:dd-cc	-0.05004206
9c:cvcvc.	-0.0506879
9c:ccccc.	0.14440042
9c:cvcccccvccv.	-0.17249736
9c:dd.ddd	-0.019769458
9c:cccc.Cccccvcccvc	-0.037332125
9c:ccvcccccv.	0.033893567
2n:CH	0.028950978
9r:cccccv-	0.022140888
9c:Cvccc-v.	0.027307834
9c:vcvcvc.	-0.10899271
2n:6'	-0.023614107
2p:ce	0.008696934
2p:oç	-0.07268744
9c:ccvccvccvc.dddd-cv	0.028438838
9c:cvcvcvcvccvc.	0.02875811
2p:si	0.008339651
2n: 9	0.025162447
9c:vccvc.	0.07808751
9c:cccccvcvc.	0.021424972
1b:2	0.009004058
1b:4	-0.043920897
9c:vccccv.	0.048742928
9r:Cccvccc	0.027270498
9c:vcvccv. Ccccvcc	-0.07840678
1a:R	0.07378684
9c:cvccv.Cvc	0.01091497
2p:ut	0.018059064
9c:ccccvccccvccvc.	0.010734584
9c:vccv.	0.07739915
2p:dı	-0.03206463
9c:Ccc.-Cvc.	-0.07268744
2n:ay	0.026768029
9c:cvccv.vV	0.027808953
1b:ö	0.025035705
9c:vcvc.Cccvcvcvcvc-	0.019349873
9c:cccccvccvc.Vcccvc	0.02937405
9r:d-cv	-0.023614107
9c:cvcvcvc.Ccvcvccc	0.02855602
9c:cvcvcccvccvc.	0.013407856
2p:ma	0.02958345
9r:Vccv	0.029744042
9c:cvccc.	-0.15350401
2n:ga	0.026855748
9r:Cvccv	0.04579863
9r:Cccccccccv	-0.09668346
2n: b	0.07367427
9r:Ccc-	0.029977057
2n:1 	0.02761721
2n:sa	0.027047154
9c:vcvccvc.	0.018239785
2n: Y	-0.031389985
2n:in	0.021245938
9c:cvcccv.	0.0665286
9r:cvcvccv	0.018463131
9c:Vcc.	-0.17678487
1a:7	-0.0887201
1a:9	-0.0011430364
7r:true	0.032274373
9c:vcvccvcvccvc.	0.04492381
9c:vccvcv.	0.03739184
9c:vcvcvccvc.	0.053980608
9c:ddd-.	0.029552523
2p:iv	0.0066282433
2n:— 	6.736256E-5
2p:it	0.08064383
9c:vccvcc.	0.026591469
2p:53	-0.08412602
2p:um	-0.0070631187
11d:true	-0.20558494
9c:cvccccv.Cvccv	0.029845031
2n:Ta	0.029977057
1a:y	0.031270675
2p:iş	0.08859651
1b:t	0.018463131
9c:vcccccccvccv.	0.0148672415
2p:Ö'	-0.042110186
9c:Ccccvccvccv.	0.02777949
2p:ah	0.06862889
2p:en	0.026464615
2p: V	-0.025624992
9c:cvcvccccv.	0.027506437
9r:cccvcv-	0.028004633
9c:cvcvcvcvc.dddd-cc	0.020687014
2n:3 	0.010783168
2p:bi	0.026882064
9c:ccc.dd	0.020602893
9c:cvcvccvc.Cv	0.018806355
9c:Ccccccvcvc.	-0.22221656
9c:cvccvc.dddd	0.020787103
9c:ccvcvccv.	0.013524925
2n:04	-0.026815712
9c:cvccvcvcvccv.	0.020931501
9r:vcvccvcv	0.024900867
2p:ış	-0.005766012
2n:87	-0.027096974
9c:Cvvc.	0.02589748
9c:dd.dd-cvcv	-0.059918687
9c:Cvccccv-cv-	0.0017592032
9c:ccccccccvcvc.	0.029247308
9c:C.V-.cv	-0.042110186
9c:cccccvc.	0.025740264
9c:cvcccvcv.Cv	0.026350468
1b:)	-0.048694234
2p:st	-0.0133428555
1a:K	-0.029902723
9c:Vcccc.Ccvc	0.019533854
9c:cvcvc.Cvcvccccv	0.017793547
9c:vcccvcvcvccv.	0.022646282
9c:ccvcv.	0.020915193
9c:cvccvcvcvcvcvc.	0.009704681
2n: B	-0.031227954
9c:dd.d-cvcv-	-0.028230114
9c:cvcccccv-...	0.0164004
2n:ço	0.028264752
1b:Y	-0.019342113
9c:vccv.Cvccvc	0.017429179
2p:ir	-0.007986516
9c:ccvcvcvc.	0.009820627
9r:Cvcvc	0.0567434
9c:ccccccv.	-0.017276235
9r:d.dd	0.025390627
9c:vccvcvccvcvc.	1.6182847E-4
2p:79	-0.027096974
9c:cvcvcvcvcvc?	0.006887011
9c:Ccvc.	0.0066282433
9c:Cccccccc.	0.11618267
9c:vccvcvcvcvc.	0.007572226
2p:üş	0.06069792
9r:d.dddd-cvc.	-0.051256508
9c:dd.d	-0.025321802
2p:Te	-0.12409059
2n: R	0.058241583
9c:ccccccccc.	0.024667626
9c:ccvccvc.	0.013518741
9c:vccccccv.	0.019970648
9c:cvcvcccvccvcvcvc.	0.06595303
9c:vvcv.	0.029556122
9c:cvcvcvcv.	0.00915228
9r:dd-v	-0.073909536
2n: Ç	0.031903148
9c:cv.	-0.14303392
2p:te	-0.11001091
9c:vcvccccvc.	0.018396555
9r:cccvccvc-vc	0.026768029
9r:Cvccvccvcvcvc	-0.103339136
9r:vccvcc	0.021245938
9r:CCC	0.028950978
9c:cccvcccccccvc?	-0.27372587
2p:11	0.03505066
9c:cccv.	0.0756088
9c:cv?Cv	0.02678906
2p:18	-0.058384407
9r:dd-cccv	-0.050804533
9c:vcvccccccc.	0.012345115
2p:nş	-0.1107185
9r:Cvccc-	0.012737373
9r:Cvccvccv	-0.09458452
9c:cvcvccvcv.	0.02280305
9c:cvcvcv.	0.029480211
2n:To	0.0049031153
2p:14	-0.028230114
9c:Vc-Cvcv-Vcc.-	-0.04241619
9c:cccccvcvccv.	0.0256061
2p:mu	0.020408552
9c:vcccccvc.	-0.11388749
1b:ı	0.027808953
9c:cccccvccvcccccvc.	0.027995748
1a:N	0.0701111
9c:Cccv.	0.02344688
2p:ım	-0.0063014384
2n: G	0.0074819108
9c:vcvccvccvc.	-0.044976998
2p:ÖR	0.07378684
2n: I	0.056156363
9c:ccccvcvccccv.	0.024660315
9c:ccccccccvcccccv.	0.029492583
9c:cccvccvcvccv.	0.011607157
9c:Ccccc-cv.d.dd	0.025390627
9c:Cc...	-0.10575837
9c:dddd.	0.16662036
2p:ık	0.029375175
2p:mı	-0.0490044
9c:Ccccvcv-cvc.	0.04356136
2n:4.	-0.02695786
1b:i	0.046146803
9r:cv	-0.019108871
2p:on	0.027806368
9c:vccvc.Cv	0.028493831
9c:ccccvc!	0.013361072
1:true	-0.097339995
2p:,S	-0.01637476
1b:b	0.04881198
1b:f	0.054375455
9c:vcccc.	-0.11819592
9c:cvccv.dddd	0.029571079
9c:cvccvcvcvc.dd	0.014352741
9c:cvcvcccccccv.	0.0073685627
2n:Ne	-0.032477256
9c:ccccvcvcccccv.	0.0025944375
9c:cvccvccvccvcvcvcvcvc.cccvcv-	0.028004633
9c:ccvccv.	0.044519853
9c:cvccvcv.dd.dd.dddd	-0.017794445
2n:45	-0.019032173
1b: 	0.07195726
2n: K	0.017514309
9c:ccvcvcccc.	0.02959391
9c:cvcvcccv.Cv	-0.1971181
9c:vccccvcvc.	0.00938811
9c:vccvcvccv.cvcccv	0.025810663
2p:if	0.016779277
9c:cvccv.Cvcccvcccvc	-0.1537414
2p:ih	0.027768355
1b:false	0.030991994
9r:cccc	0.027968083
2n: N	0.1106472
1a:I	-0.07445665
9c:cvccccvccc...	0.0077171866
9c:cvccccccvc.	0.018680852
9c:cccccccvc.	0.026317405
9c:ccccccc.	0.056904104
9c:cvcvc.Cv	0.020342888
9c:ccccvcvccvc.Cvcvccvcv	0.026938068
9r:Cvccvcc	0.012066102
9r:Cvcvcvcv	-0.050612114
9c:cvcvccvcvccv.cccvc	0.026888361
9c:cvcvcvcvccv.	0.021477716
9c:cvccvcccv.	0.052370757
